Date,Open,Close,mu,std,zscores,money,position_count,fixed_frac,sma,lma,equity
2020-11-13,352.5992196576342,,,,,10000.0,0.0,0.0,,,
2020-11-16,358.2662941205906,355.40794482900003,,,,10000.0,0.0,28.0,,,10000.0
2020-11-17,357.2638869037387,359.844341125,,,,10000.0,0.0,28.0,,,10000.0
2020-11-18,358.19682035223803,357.909000459,,,,10000.0,0.0,28.0,,,10000.0
2020-11-19,352.92673884689697,353.60162687400003,,,,10000.0,0.0,28.0,,,10000.0
2020-11-20,354.8124553931768,355.09035046300005,,,,10000.0,0.0,28.0,,,10000.0
2020-11-23,354.59410926731226,352.65876860099996,,,,10000.0,0.0,28.0,,,10000.0
2020-11-24,357.5020826779438,354.772756098,,,,10000.0,0.0,28.0,,,10000.0
2020-11-25,360.40013126457336,360.48945468,,,,10000.0,0.0,28.0,,,10000.0
2020-11-27,361.10479376276027,359.93366454,,,,10000.0,0.0,28.0,,,10000.0
2020-11-30,360.10238654638545,360.936071756,357.0643979425,3.1035405618083316,1.2475022434519334,10000.0,0.0,28.0,357.0643979425,,10000.0
2020-12-01,362.82178830228133,359.338175104,357.45742097000004,3.1192810929334542,0.6029447420627491,10000.0,0.0,28.0,357.45742097000004,,10000.0
2020-12-02,362.0774265083617,363.268405379,357.79982739540003,3.5663077888659416,1.533400454294198,10000.0,0.0,28.0,357.79982739540003,,10000.0
2020-12-03,363.92344375807295,364.03261682199997,358.4121890317,4.0763932689291,1.3787746715067315,10000.0,0.0,27.0,358.4121890317,,10000.0
2020-12-04,364.55863248944917,363.93336858199996,359.44536320250006,4.030719062238108,1.1134503075508004,10000.0,0.0,27.0,359.44536320250006,,10000.0
2020-12-07,366.2458525575104,367.06961294300004,360.64328945050005,4.359320036377242,1.4741573086798427,10000.0,0.0,27.0,360.64328945050005,,10000.0
2020-12-08,364.9556254468636,366.315326325,362.0089452229001,3.66367018224945,1.1754281602542762,10000.0,0.0,27.0,362.0089452229001,,10000.0
2020-12-09,368.091869807614,367.387207309,363.2703903440001,3.008379868868569,1.3684498449154456,10000.0,0.0,27.0,363.2703903440001,,10000.0
2020-12-10,362.6232918239164,364.092165765,363.6306614525001,2.849890911709057,0.16193753613648518,10000.0,0.0,27.0,363.6306614525001,,10000.0
2020-12-11,362.1568250992085,363.97306787800005,364.03460178630013,2.5367232129978934,-0.02425724177741766,10000.0,0.0,27.0,364.03460178630013,,10000.0
2020-12-14,365.86870924797887,363.546300449,364.29562465560014,2.306293380167091,-0.32490411369339633,10000.0,0.0,28.0,364.29562465560014,,10000.0
2020-12-15,364.63803108096914,361.918629325,364.55367007770013,1.7725947316791666,-1.4865443891983103,10000.0,0.0,28.0,364.55367007770013,,10000.0
2020-12-16,367.03983847155195,366.811567521,364.90798629190016,1.8399765840079065,1.0345681818153147,10000.0,0.0,27.0,364.90798629190016,,10000.0
2020-12-17,369.14390114418734,367.387207309,365.2434453406002,1.9642516775982248,1.091388640696535,10000.0,0.0,27.0,365.2434453406002,,10000.0
2020-12-18,369.7569185750403,369.441645862,365.79427306860015,2.2997351664352266,1.5859968776550668,10000.0,0.0,27.0,365.79427306860015,,10000.0
2020-12-21,363.77653872920234,367.972771921,365.88458896640014,2.3719853934899953,0.8803523665579714,10000.0,0.0,27.0,365.88458896640014,,10000.0
2020-12-22,367.00594384609497,366.657088355,365.9187651694001,2.3813248615738556,0.31004723358572417,10000.0,0.0,27.0,365.9187651694001,,10000.0
2020-12-23,367.0757149437695,366.039115771,365.7839560156001,2.326485182454365,0.109676071579674,10000.0,0.0,27.0,365.7839560156001,,10000.0
2020-12-24,366.87636894862334,366.36803666199995,366.0115431053001,2.2527473807457223,0.1582483503240484,10000.0,0.0,27.0,366.0115431053001,,10000.0
2020-12-28,370.52440065504084,367.793360525,366.3935723700001,2.1917488026958694,0.6386626757948731,10000.0,0.0,27.0,366.3935723700001,,10000.0
2020-12-29,372.58763170165895,370.95299454400003,367.1342417795001,2.3671203028627543,1.61324828310653,10000.0,0.0,27.0,367.1342417795001,,10000.0
2020-12-30,371.1224386400137,370.24531626199996,367.9669104732001,1.6987618490951806,1.3412155388428606,10000.0,0.0,27.0,367.9669104732001,,10000.0
2020-12-31,370.56426985392096,370.773583149,368.3631120360001,1.854273255893701,1.2999546347003446,10000.0,0.0,27.0,368.3631120360001,,10000.0
2021-01-04,374.08272666359335,372.6574028,368.89013158510005,2.252307726310028,1.6726272218014795,10000.0,0.0,27.0,368.89013158510005,,10000.0
2021-01-05,366.8963035489312,367.584047231,368.7043717220001,2.278221331579466,-0.4917540168159902,10000.0,0.0,27.0,368.7043717220001,,10000.0
2021-01-06,368.5010388075929,370.115741366,368.9186686665001,2.3024172350895005,0.5199199698717482,10000.0,0.0,27.0,368.9186686665001,,10000.0
2021-01-07,374.8701433430298,372.328481909,369.4858080219001,2.3806100170349223,1.194094734861489,10000.0,0.0,27.0,369.4858080219001,,10000.0
2021-01-08,379.3454609282025,377.860333266,370.66792977140005,3.2537944305090796,2.2104664717477682,10000.0,0.0,26.0,370.66792977140005,,10000.0
2021-01-11,376.61442079856727,380.013270011,372.03245310630007,4.020940573918565,1.984813443020444,10000.0,0.0,26.0,372.03245310630007,,10000.0
2021-01-12,377.65101997191897,377.451673977,372.99828445150007,4.049436379845539,1.0997553999526681,10000.0,0.0,26.0,372.99828445150007,,10000.0
2021-01-13,377.4516739762451,377.531412375,373.6561262346001,4.211358909728161,0.9201984973183047,10000.0,0.0,26.0,373.6561262346001,,10000.0
2021-01-14,379.345460928312,378.548076948,374.4864023032001,4.282053873904288,0.9485342231569223,10000.0,0.0,26.0,374.4864023032001,,10000.0
2021-01-15,375.48811592680914,377.222426083,375.13128659660015,4.144151312985351,0.5046001770851024,10000.0,0.0,27.0,375.13128659660015,,10000.0
2021-01-19,377.1028184859594,374.471451353,375.31269145190015,4.0627319111736195,-0.20706266553953276,10000.0,0.0,27.0,375.31269145190015,,10000.0
2021-01-20,379.863760514381,377.41180477800003,376.2954672066001,3.047183921461334,0.36635057160073353,10000.0,0.0,26.0,376.2954672066001,,10000.0
2021-01-21,383.2327078275808,382.63466984300004,377.5473600543001,2.786716312158394,1.8255571141217704,10000.0,0.0,26.0,377.5473600543001,,10000.0
2021-01-22,381.00003268517617,382.98352533400003,378.6128643968001,2.6003055173897422,1.680825929095952,10000.0,0.0,26.0,378.6128643968001,,10000.0
2021-01-25,382.4153892484875,381.627972569,378.9896283271001,2.7479156272305394,0.9601256369574,10000.0,0.0,26.0,378.9896283271001,,10000.0
2021-01-26,384.14969940440574,383.13303483,379.30160480900014,3.0387505573484357,1.260857036038881,10000.0,0.0,26.0,379.30160480900014,,10000.0
2021-01-27,378.97667083782784,382.534996846,379.80993709590007,3.1190206331612162,0.8736908377993059,10000.0,0.0,26.0,379.80993709590007,,10000.0
2021-01-28,375.12929313660834,373.185669687,379.37536282710005,3.717156966772101,-1.6651686209191945,10000.0,0.0,27.0,379.37536282710005,,10000.0
2021-01-29,374.4016802552402,376.39514020400003,379.1600691527,3.8310009503713225,-0.7217249446080022,10000.0,0.0,27.0,379.1600691527,,10000.0
2021-02-01,372.49792600444624,368.859861598,378.3238127042,5.026990275430762,-1.8826276932451464,10000.0,0.0,27.0,378.3238127042,,10000.0
