Date,Open,Close,mu,std,zscores,money,position_count,fixed_frac,sma,lma,equity
2021-02-02,378.40853475178596,374.99971824,378.3766393929001,4.9846061975267055,-0.6774699984475532,10000.0,0.0,27.0,378.3766393929001,,10000.0
2021-02-03,381.18442772997855,380.302321703,378.66569108540006,5.006202022555472,0.3269206097209249,10000.0,0.0,26.0,378.66569108540006,,10000.0
2021-02-04,381.70771096693494,380.601340695,378.4623581706,4.8664273058282825,0.4395385752168173,10000.0,0.0,26.0,378.4623581706,,10000.0
2021-02-05,386.93057603241857,384.927148784,378.6567205156,5.100259584356238,1.2294331621145236,10000.0,0.0,26.0,378.6567205156,,10000.0
2021-02-08,387.9970771048391,386.442178345,379.13814109320003,5.613289663067698,1.3012044077925362,10000.0,0.0,26.0,379.13814109320003,,10000.0
2021-02-09,388.33596529643256,389.233022273,379.7481398375,6.3753662462028675,1.4877392245738303,10000.0,0.0,26.0,379.7481398375,,10000.0
2021-02-10,390.83775753161933,388.97387248,380.3920274009,6.984183017688045,1.228754323500076,10000.0,0.0,26.0,380.3920274009,,10000.0
2021-02-11,389.96063515439164,388.804428384,381.95390327060005,6.939833878073596,0.9871309938764077,10000.0,0.0,26.0,381.95390327060005,,10000.0
2021-02-12,388.5751804896402,389.432368268,383.257626077,7.003826800199923,0.8816240559837587,10000.0,0.0,26.0,383.257626077,,10000.0
2021-02-16,392.6717406843765,391.356057118,385.50724562899995,5.261636740179487,1.1115954555237033,10000.0,0.0,26.0,385.50724562899995,,10000.0
2021-02-17,389.14331657558165,391.01716892699994,387.10899069769994,3.992474044146744,0.9788863211345552,10000.0,0.0,26.0,387.10899069769994,,10000.0
2021-02-18,388.31603069701345,391.106874625,388.1894459899,3.3572001834695673,0.8690064564708002,10000.0,0.0,26.0,388.1894459899,,10000.0
2021-02-19,390.78792103261793,389.44233556800003,389.0735454771999,2.0442659356511848,0.18040220911016516,10000.0,0.0,26.0,389.0735454771999,,10000.0
2021-02-22,385.7943038612297,388.754591885,389.45628978729985,1.4550831487670348,-0.4822390410434009,10000.0,0.0,26.0,389.45628978729985,,10000.0
2021-02-23,383.40215192292396,385.76440196199997,389.3885121489999,1.6177705019869395,-2.2401880752237786,10000.0,0.0,26.0,389.3885121489999,,10000.0
2021-02-24,385.0666909806762,386.23286505,389.08849642669986,1.902877054167905,-1.5006914768587576,10000.0,0.0,26.0,389.08849642669986,,10000.0
2021-02-25,389.13334927553177,390.48890204099996,389.23999938279985,1.9524040886343186,0.639674269005296,10000.0,0.0,26.0,389.23999938279985,,10000.0
2021-02-26,383.0931656315541,381.079771083,388.4675336526999,3.244474042222731,-2.277029334664872,10000.0,0.0,26.0,388.4675336526999,,10000.0
2021-03-01,384.3291107994487,379.116213034,387.43591812929986,4.353969987820281,-1.9108319806000647,10000.0,0.0,26.0,387.43591812929986,,10000.0
2021-03-02,388.54527859078104,388.30606339699995,387.1309187571999,4.150942447470591,0.28310309156807273,10000.0,0.0,26.0,387.1309187571999,,10000.0
2021-03-03,384.5284567947998,385.276004275,386.5568022919999,3.945666807718532,-0.32460876181799697,10000.0,0.0,26.0,386.5568022919999,,10000.0
2021-03-04,379.97340081194636,380.17274680699995,385.46338951019993,4.058079322697916,-1.3037307264074431,10000.0,0.0,26.0,385.46338951019993,,10000.0
2021-03-05,379.2158860313922,375.468181328,384.0659740861999,4.862058849523637,-1.7683440337301264,10000.0,0.0,27.0,384.0659740861999,,10000.0
2021-03-08,383.40215192351286,382.37552005,383.4280669026999,4.589381325331954,-0.22934395250405912,10000.0,0.0,26.0,383.4280669026999,,10000.0
2021-03-09,384.58826059289237,380.471765799,382.8988032863999,4.5951888305388895,-0.5281692606994075,10000.0,0.0,26.0,382.8988032863999,,10000.0
2021-03-10,388.4157036941757,385.903944159,382.86591119729997,4.569779090457002,0.6648095896023294,10000.0,0.0,26.0,382.86591119729997,,10000.0
2021-03-11,390.94739782937796,388.30606339699995,382.6476273329,4.202574826069195,1.3464212532278577,10000.0,0.0,26.0,382.6476273329,,10000.0
2021-03-12,390.78792103309576,392.24314679599996,383.76396490419995,5.121940185058101,1.655462888171902,10000.0,0.0,25.0,383.76396490419995,,10000.0
2021-03-15,393.0405307754049,392.77141368199995,385.1294849689999,5.54771751762078,1.3774905965791462,10000.0,0.0,25.0,385.1294849689999,,10000.0
2021-03-16,395.771570904214,395.113729122,385.81025154149995,6.341701282717577,1.4670318209175048,10000.0,0.0,25.0,385.81025154149995,,10000.0
2021-03-17,393.2398767700951,394.615364134,386.7441875273999,6.915978277392196,1.1381147092856516,10000.0,0.0,25.0,386.7441875273999,,10000.0
2021-03-18,393.18505662109766,395.96094960000005,388.3230078066999,7.049940386021765,1.0834051601974202,10000.0,0.0,25.0,388.3230078066999,,10000.0
2021-03-19,389.88,390.19985034800004,389.79617470869994,5.414883828999181,0.07454927050110224,10000.0,0.0,26.0,389.79617470869994,,10000.0
2021-03-22,390.03,389.48,390.5066227036999,4.759495646491587,-0.2156998934239312,10000.0,0.0,26.0,390.5066227036999,,10000.0
2021-03-23,391.91,392.59,391.71844612379994,3.2116478485291475,0.2713728021579914,10000.0,0.0,25.0,391.71844612379994,,10000.0
2021-03-24,391.0,389.5,392.07805170789993,2.638434836351075,-0.9771140345710971,10000.0,0.0,26.0,392.07805170789993,,10000.0
2021-03-25,385.98,387.52,391.99944536819993,2.77164603036919,-1.6161679085706606,10000.0,0.0,26.0,391.99944536819993,,10000.0
2021-03-26,390.93,389.7,391.74513068859994,2.8620019122552747,-0.7145804759397869,10000.0,0.0,26.0,391.74513068859994,,10000.0
2021-03-29,394.4,395.98,392.0659893203999,3.154729310413983,1.2406803546281047,10000.0,0.0,25.0,392.0659893203999,,10000.0
2021-03-30,394.42,395.78,392.1326164081999,3.2323300666771235,1.128406912834128,10000.0,0.0,25.0,392.1326164081999,,10000.0
2021-03-31,395.34,394.73,392.14407999479994,3.2423014811895223,0.7975569268319146,10000.0,0.0,25.0,392.14407999479994,,10000.0
2021-04-01,398.4,396.33,392.18098503479996,3.2922886828563054,1.2602221022733782,10000.0,0.0,25.0,392.18098503479996,,10000.0
2021-04-05,403.46,400.61,393.2219999999999,4.134391799957385,1.786961748539711,10000.0,0.0,25.0,393.2219999999999,,10000.0
2021-04-06,405.76,406.36,394.9099999999999,5.616936689849481,2.0384776671404734,10000.0,0.0,25.0,394.9099999999999,,10000.0
2021-04-07,405.94,406.12,396.2629999999999,6.548328115718601,1.5052697155384367,10000.0,0.0,25.0,396.2629999999999,,10000.0
2021-04-08,407.93,406.59,397.9719999999999,6.811977686399128,1.2651245198889667,10000.0,0.0,25.0,397.9719999999999,,10000.0
2021-04-09,408.39,408.52,400.072,6.4596470491815285,1.3078113921209342,10000.0,0.0,24.0,400.072,,10000.0
