Date,Open,2. high,3. low,Close,Adj_Close,6. volume,7. dividend amount,8. split coefficient,Adj_Open
2019-04-12,290.0,290.47,288.26,290.16,279.760667383,69727782.0,0.0,1.0,279.6064017820168
2019-04-15,290.24,290.35,289.08,289.97,279.577476982,49596685.0,0.0,1.0,279.8378001836593
2019-04-16,290.95,291.01,289.5,290.16,279.760667383,52153197.0,0.0,1.0,280.5223537878544
2019-04-17,291.4,291.43,288.99,289.45,279.076113779,58268295.0,0.0,1.0,280.956225790985
2019-04-18,290.1,290.32,288.66,290.02,279.625684982,68708513.0,0.0,1.0,279.7028177824916
2019-04-22,289.17,290.44,289.07,290.27,279.866724984,40160140.0,0.0,1.0,278.8061489772394
2019-04-23,290.68,293.14,290.42,292.88,282.3831826,52246633.0,0.0,1.0,280.2620305864791
2019-04-24,292.79,293.16,292.07,292.23,281.756478596,50392914.0,0.0,1.0,282.2964081994417
2019-04-25,292.12,292.78,290.73,292.05,281.582929795,57770862.0,0.0,1.0,281.65042099543024
2019-04-26,292.1,293.49,291.24,293.41,282.894187403,50916423.0,0.0,1.0,281.63113779495006
2019-04-29,293.51,294.45,293.41,293.87,283.337701006,57197747.0,0.0,1.0,282.9906034037876
2019-04-30,293.49,294.34,291.92,294.02,283.482325007,81111733.0,0.0,1.0,282.9713202037427
2019-05-01,294.72,294.95,291.8,291.81,281.351531393,71671870.0,0.0,1.0,284.1572370108803
2019-05-02,291.68,292.7,289.52,291.18,280.744110589,65030170.0,0.0,1.0,281.226190592072
2019-05-03,292.82,294.34,291.3,294.03,283.491966607,56543653.0,0.0,1.0,282.3253329995638
2019-05-06,289.25,293.31,288.9,292.82,282.325332999,107198069.0,0.0,1.0,278.883281777067
2019-05-07,290.15,290.81,285.81,287.93,277.610590569,144729908.0,0.0,1.0,279.7510257826393
2019-05-08,287.53,289.43,286.87,287.53,277.224926567,91568287.0,0.0,1.0,277.224926567
2019-05-09,285.23,287.33,283.3,286.66,276.386107362,103471104.0,0.0,1.0,275.0073585532103
2019-05-10,285.62,288.94,282.3,288.1,277.77449777,112429293.0,0.0,1.0,275.3833809547636
2019-05-13,282.42,283.49,279.93,280.86,270.793979326,127290527.0,0.0,1.0,272.2980689355868
2019-05-14,281.99,285.1,281.85,283.4,273.242945741,77003230.0,0.0,1.0,271.88348013233804
2019-05-15,281.59,285.77,281.36,285.06,274.843451352,73956407.0,0.0,1.0,271.4978161306731
2019-05-16,285.84,289.21,285.76,287.7,277.388833768,76749643.0,0.0,1.0,275.5954961565697
2019-05-17,285.14,288.6,285.12,285.84,275.595496156,100353024.0,0.0,1.0,274.9205841516997
2019-05-20,284.06,285.96,283.12,283.95,273.773233745,62877610.0,0.0,1.0,273.87929134567605
2019-05-21,285.83,286.93,285.55,286.51,276.241483361,46847085.0,0.0,1.0,275.5858545568205
2019-05-22,285.45,286.69,285.1,285.63,275.393022555,49482472.0,0.0,1.0,275.219473753894
2019-05-23,283.16,283.21,280.57,282.14,272.028104134,98733847.0,0.0,1.0,273.0115473402688
2019-05-24,283.74,284.2,282.09,282.78,272.645166538,55268095.0,0.0,1.0,273.5707601439003
2019-05-28,283.09,284.15,280.13,280.15,270.109425722,70029356.0,0.0,1.0,272.9440561400713
2019-05-29,278.91,279.36,276.71,278.27,268.29680491,104972927.0,0.0,1.0,268.9138673139329
2019-05-30,279.11,280.04,277.81,279.03,269.029566515,62523780.0,0.0,1.0,269.10669931549177
