,COUNT,WAIT_DAYS,RET,exit,BULL,OUT_DAY
2021-04-05 16:00:00-04:00,504,18,61,False,1,409
2021-04-06 16:00:00-04:00,505,18,61,False,1,409
2021-04-07 16:00:00-04:00,506,18,61,False,1,409
2021-04-08 16:00:00-04:00,507,18,61,False,1,409
2021-04-09 16:00:00-04:00,508,18,61,False,1,409
2021-04-12 16:00:00-04:00,509,18,61,False,1,409
2021-04-13 16:00:00-04:00,510,18,61,False,1,409
2021-04-14 16:00:00-04:00,511,17,62,False,1,409
2021-04-15 16:00:00-04:00,512,17,62,False,1,409
2021-04-16 16:00:00-04:00,513,17,62,False,1,409
2021-04-19 16:00:00-04:00,514,17,62,False,1,409
2021-04-20 16:00:00-04:00,515,17,62,False,1,409
2021-04-21 16:00:00-04:00,516,17,62,False,1,409
2021-04-22 16:00:00-04:00,517,17,62,False,1,409
2021-04-23 16:00:00-04:00,518,17,62,False,1,409
2021-04-26 16:00:00-04:00,519,17,62,False,1,409
2021-04-27 16:00:00-04:00,520,17,62,False,1,409
2021-04-28 16:00:00-04:00,521,17,62,False,1,409
2021-04-29 16:00:00-04:00,522,17,62,False,1,409
2021-04-30 16:00:00-04:00,523,17,62,False,1,409
2021-05-03 16:00:00-04:00,524,17,62,False,1,409
2021-05-04 16:00:00-04:00,525,17,62,False,1,409
2021-05-05 16:00:00-04:00,526,17,62,False,1,409
2021-05-06 16:00:00-04:00,527,17,62,False,1,409
2021-05-07 16:00:00-04:00,528,16,63,False,1,409
2021-05-10 16:00:00-04:00,529,16,63,False,1,409
2021-05-11 16:00:00-04:00,530,16,63,False,1,409
2021-05-12 16:00:00-04:00,531,16,63,False,1,409
2021-05-13 16:00:00-04:00,532,16,63,False,1,409
2021-05-14 16:00:00-04:00,533,16,63,False,1,409
2021-05-17 16:00:00-04:00,534,16,63,False,1,409
2021-05-18 16:00:00-04:00,535,16,63,False,1,409
2021-05-19 16:00:00-04:00,536,16,63,False,1,409
2021-05-20 16:00:00-04:00,537,16,63,False,1,409
2021-05-21 16:00:00-04:00,538,16,63,False,1,409
2021-05-24 16:00:00-04:00,539,16,63,False,1,409
2021-05-25 16:00:00-04:00,540,16,63,False,1,409
2021-05-26 16:00:00-04:00,541,16,63,False,1,409
2021-05-27 16:00:00-04:00,542,16,63,False,1,409
